Epoch , PRN , SvX , SvY , SvZ, PrM, PrSigmaM , GTx , GTy, GTz
3 , 25 , -15025897.544279 , -687334.283228 , 21643786.659115 , 21915014.165907, 3.297717, -2712168.250806, -4269174.481912, 3872721.671412
4 , 2 , -8243997.353179 , -19621149.484575 , 16562159.620383 , 20671377.056544, 7.195019, -2712168.250806, -4269174.481912, 3872721.671412
4 , 5 , -2637717.289542 , -25251867.421710 , -7580369.359754 , 23905046.373350, 11.991698, -2712168.250806, -4269174.481912, 3872721.671412
4 , 6 , 3501280.811251 , -15449096.478692 , 21362171.265666 , 21667438.417247, 11.991698, -2712168.250806, -4269174.481912, 3872721.671412
4 , 12 , -11621540.161804 , -11809323.715599 , 20559640.469716 , 20363772.616973, 3.297717, -2712168.250806, -4269174.481912, 3872721.671412
4 , 19 , 13167488.791994 , -15449868.285778 , 16811679.072222 , 23336393.906220, 6.295642, -2712168.250806, -4269174.481912, 3872721.671412
4 , 24 , -22303952.189048 , -14762361.098469 , 708267.834869 , 22448987.257406, 13.790453, -2712168.250806, -4269174.481912, 3872721.671412
4 , 25 , -15025526.525879 , -690114.646282 , 21643979.243774 , 21914501.672153, 2.997925, -2712168.250806, -4269174.481912, 3872721.671412
5 , 2 , -8242262.288019 , -19620174.207517 , 16564255.249738 , 20671463.712457, 5.696057, -2712168.250867, -4269174.482007, 3872721.671265
5 , 6 , 3503438.332274 , -15447479.343064 , 21362993.318039 , 21667865.646285, 5.096472, -2712168.250867, -4269174.482007, 3872721.671265
5 , 12 , -11620909.562284 , -11811904.356585 , 20558542.247091 , 20363551.379833, 2.398340, -2712168.250867, -4269174.482007, 3872721.671265
5 , 19 , 13169634.347748 , -15450328.096921 , 16809610.141458 , 23336923.357807, 7.195019, -2712168.250867, -4269174.482007, 3872721.671265
5 , 25 , -15025155.665852 , -692895.052214 , 21644171.357283 , 21913986.052141, 2.398340, -2712168.250867, -4269174.482007, 3872721.671265
6 , 2 , -8240526.957114 , -19619198.889077 , 16566350.542402 , 20671552.224575, 5.096472, -2712168.250867, -4269174.482007, 3872721.671265
6 , 5 , -2636908.567139 , -25253690.199142 , -7574430.204203 , 23903850.911659, 23.983397, -2712168.250867, -4269174.482007, 3872721.671265
6 , 6 , 3505596.033126 , -15445862.277169 , 21363814.917642 , 21668320.507939, 5.096472, -2712168.250867, -4269174.482007, 3872721.671265
6 , 12 , -11620279.149446 , -11814484.896568 , 20557443.579347 , 20363329.905229, 2.398340, -2712168.250867, -4269174.482007, 3872721.671265
6 , 17 , 19160118.860002 , -14579713.987473 , 11583787.900182 , 25380389.834352, 31.778001, -2712168.250867, -4269174.482007, 3872721.671265
6 , 19 , 13171779.619726 , -15450787.966911 , 16807540.844721 , 23337450.173990, 7.195019, -2712168.250867, -4269174.482007, 3872721.671265
6 , 25 , -15024784.964233 , -695675.500618 , 21644362.999632 , 21913478.574094, 2.698132, -2712168.250867, -4269174.482007, 3872721.671265
7 , 2 , -8238791.360386 , -19618223.529409 , 16568445.498267 , 20671652.264675, 7.195019, -2712168.250867, -4269174.482007, 3872721.671265
7 , 6 , 3507753.914281 , -15444245.280815 , 21364636.064547 , 21668769.793854, 5.696057, -2712168.250867, -4269174.482007, 3872721.671265
7 , 12 , -11619648.923148 , -11817065.335639 , 20556344.466496 , 20363104.375188, 2.997925, -2712168.250867, -4269174.482007, 3872721.671265
7 , 19 , 13173924.607957 , -15451247.895579 , 16805471.182111 , 23337982.207835, 9.293566, -2712168.250867, -4269174.482007, 3872721.671265
7 , 25 , -15024414.421023 , -698455.991644 , 21644554.170821 , 21912973.930031, 2.997925, -2712168.250867, -4269174.482007, 3872721.671265
8 , 2 , -8237055.497750 , -19617248.128505 , 16570540.117422 , 20671744.401317, 7.195019, -2712168.250867, -4269174.482007, 3872721.671265
8 , 5 , -2636100.205718 , -25255511.585301 , -7568490.398414 , 23902567.501682, 20.985472, -2712168.250867, -4269174.482007, 3872721.671265
8 , 6 , 3509911.975583 , -15442628.354094 , 21365456.758728 , 21669216.568982, 5.696057, -2712168.250867, -4269174.482007, 3872721.671265
8 , 12 , -11619018.883474 , -11819645.673602 , 20555244.908586 , 20362880.521940, 3.297717, -2712168.250867, -4269174.482007, 3872721.671265
8 , 19 , 13176069.312366 , -15451707.882932 , 16803401.153649 , 23338515.030840, 9.293566, -2712168.250867, -4269174.482007, 3872721.671265
8 , 25 , -15024044.036223 , -701236.525278 , 21644744.870853 , 21912461.976659, 3.297717, -2712168.250867, -4269174.482007, 3872721.671265
9 , 2 , -8235319.369306 , -19616272.686411 , 16572634.399798 , 20671833.537711, 6.295642, -2712168.250867, -4269174.482007, 3872721.671265
9 , 6 , 3512070.217054 , -15441011.497010 , 21366277.000190 , 21669652.875623, 5.096472, -2712168.250867, -4269174.482007, 3872721.671265
9 , 12 , -11618389.030402 , -11822225.910453 , 20554144.905615 , 20362651.574487, 2.997925, -2712168.250867, -4269174.482007, 3872721.671265
9 , 19 , 13178213.733057 , -15452167.928919 , 16801330.759270 , 23339033.477994, 10.492736, -2712168.250867, -4269174.482007, 3872721.671265
9 , 25 , -15023673.809853 , -704017.101385 , 21644935.099723 , 21911946.447877, 3.297717, -2712168.250867, -4269174.482007, 3872721.671265
10 , 2 , -8233582.974910 , -19615297.203280 , 16574728.345321 , 20671924.152625, 7.195019, -2712168.250867, -4269174.482007, 3872721.671265
10 , 6 , 3514228.638743 , -15439394.709622 , 21367096.788898 , 21670085.546109, 5.096472, -2712168.250867, -4269174.482007, 3872721.671265
10 , 12 , -11617759.363804 , -11824806.046242 , 20553044.457610 , 20362418.119870, 2.698132, -2712168.250867, -4269174.482007, 3872721.671265
10 , 17 , 19165658.611037 , -14580858.189074 , 11572759.136994 , 25382251.325800, 27.580906, -2712168.250867, -4269174.482007, 3872721.671265
10 , 19 , 13180357.869996 , -15452628.033371 , 16799259.999121 , 23339551.895296, 7.195019, -2712168.250867, -4269174.482007, 3872721.671265
10 , 25 , -15023303.741922 , -706797.720015 , 21645124.857426 , 21911430.580095, 3.297717, -2712168.250867, -4269174.482007, 3872721.671265
11 , 2 , -8231846.314847 , -19614321.679019 , 16576821.953994 , 20672009.768362, 5.696057, -2712168.250867, -4269174.482007, 3872721.671265
11 , 6 , 3516387.240153 , -15437777.992149 , 21367916.124787 , 21670531.805270, 4.796679, -2712168.250867, -4269174.482007, 3872721.671265
11 , 12 , -11617129.883932 , -11827386.080569 , 20551943.564640 , 20362191.654869, 2.398340, -2712168.250867, -4269174.482007, 3872721.671265
11 , 17 , 19167042.698063 , -14581144.176382 , 11570001.341096 , 25382695.206082, 18.287340, -2712168.250867, -4269174.482007, 3872721.671265
11 , 19 , 13182501.722749 , -15453088.196483 , 16797188.873331 , 23340082.097707, 8.094396, -2712168.250867, -4269174.482007, 3872721.671265
11 , 25 , -15022933.832449 , -709578.380907 , 21645314.143961 , 21910909.421600, 2.997925, -2712168.250867, -4269174.482007, 3872721.671265
11 , 29 , -25208438.253340 , 2630855.863921 , 7939671.134200 , 23879550.116519, 54.262435, -2712168.250867, -4269174.482007, 3872721.671265
12 , 2 , -8230109.388956 , -19613346.113883 , 16578915.225627 , 20672112.089104, 5.696057, -2712168.250867, -4269174.482007, 3872721.671265
12 , 6 , 3518546.021803 , -15436161.344432 , 21368735.007900 , 21670969.898274, 4.796679, -2712168.250867, -4269174.482007, 3872721.671265
12 , 12 , -11616500.590495 , -11829966.013711 , 20550842.226696 , 20361963.606376, 2.398340, -2712168.250867, -4269174.482007, 3872721.671265
12 , 19 , 13184645.291818 , -15453548.417898 , 16795117.381804 , 23340603.821944, 7.195019, -2712168.250867, -4269174.482007, 3872721.671265
12 , 25 , -15022564.081452 , -712359.084131 , 21645502.959318 , 21910396.864257, 2.997925, -2712168.250867, -4269174.482007, 3872721.671265
13 , 2 , -8228372.197321 , -19612370.507728 , 16581008.160391 , 20672200.583357, 5.696057, -2712168.250867, -4269174.482007, 3872721.671265
13 , 5 , -2634080.882346 , -25260058.960689 , -7553638.046981 , 23899428.888267, 31.778001, -2712168.250867, -4269174.482007, 3872721.671265
13 , 6 , 3520704.983220 , -15434544.766665 , 21369553.438188 , 21671411.252876, 4.197094, -2712168.250867, -4269174.482007, 3872721.671265
13 , 12 , -11615871.483770 , -11832545.845251 , 20549740.443843 , 20361744.207904, 2.698132, -2712168.250867, -4269174.482007, 3872721.671265
13 , 19 , 13186788.576763 , -15454008.697840 , 16793045.524646 , 23341125.524101, 7.195019, -2712168.250867, -4269174.482007, 3872721.671265
13 , 25 , -15022194.488950 , -715139.829374 , 21645691.303494 , 21909888.774783, 2.997925, -2712168.250867, -4269174.482007, 3872721.671265
14 , 2 , -8226634.739849 , -19611394.860735 , 16583100.758150 , 20672288.753893, 5.096472, -2712168.250867, -4269174.482007, 3872721.671265
14 , 6 , 3522864.124534 , -15432928.258870 , 21370371.415626 , 21671858.265590, 5.096472, -2712168.250867, -4269174.482007, 3872721.671265
14 , 12 , -11615242.563513 , -11835125.575467 , 20548638.216042 , 20361516.388285, 2.398340, -2712168.250867, -4269174.482007, 3872721.671265
14 , 17 , 19171192.916464 , -14582001.985803 , 11561726.503346 , 25384115.387581, 23.983397, -2712168.250867, -4269174.482007, 3872721.671265
14 , 19 , 13188931.577548 , -15454469.036117 , 16790973.302029 , 23341665.174787, 9.293566, -2712168.250867, -4269174.482007, 3872721.671265
14 , 25 , -15021825.054940 , -717920.616852 , 21645879.176493 , 21909378.262106, 2.997925, -2712168.250867, -4269174.482007, 3872721.671265
15 , 2 , -8224897.016600 , -19610419.172980 , 16585193.018817 , 20672383.686754, 4.796679, -2712168.250991, -4269174.481928, 3872721.671265
15 , 6 , 3525023.445872 , -15431311.821009 , 21371188.940236 , 21672297.961659, 4.197094, -2712168.250991, -4269174.481928, 3872721.671265
15 , 12 , -11614613.829773 , -11837705.204148 , 20547535.543370 , 20361294.738173, 1.798755, -2712168.250991, -4269174.481928, 3872721.671265
15 , 17 , 19172575.641499 , -14582287.871326 , 11558967.741083 , 25384634.848900, 18.287340, -2712168.250991, -4269174.481928, 3872721.671265
15 , 19 , 13191074.294403 , -15454929.432624 , 16788900.713839 , 23342200.504092, 7.195019, -2712168.250991, -4269174.481928, 3872721.671265
15 , 25 , -15021455.779436 , -720701.446475 , 21646066.578307 , 21908869.421418, 2.698132, -2712168.250991, -4269174.481928, 3872721.671265
16 , 2 , -8223159.027913 , -19609443.444422 , 16587284.942308 , 20672491.117887, 5.096472, -2712168.250867, -4269174.482007, 3872721.671265
16 , 6 , 3527182.946760 , -15429695.453311 , 21372006.011942 , 21672751.047460, 5.096472, -2712168.250867, -4269174.482007, 3872721.671265
16 , 12 , -11613985.282680 , -11840284.731114 , 20546432.425841 , 20361075.395627, 2.398340, -2712168.250867, -4269174.482007, 3872721.671265
16 , 19 , 13193216.727117 , -15455389.887474 , 16786827.760103 , 23342727.956250, 8.094396, -2712168.250867, -4269174.482007, 3872721.671265
16 , 25 , -15021086.662467 , -723482.317936 , 21646253.508933 , 21908364.966886, 2.997925, -2712168.250867, -4269174.482007, 3872721.671265
17 , 2 , -8221420.773543 , -19608467.675074 , 16589376.528770 , 20672584.611249, 5.096472, -2712168.250991, -4269174.481928, 3872721.671265
17 , 6 , 3529342.627375 , -15428079.155698 , 21372822.630785 , 21673196.490353, 5.096472, -2712168.250991, -4269174.481928, 3872721.671265
17 , 12 , -11613356.922228 , -11842864.156319 , 20545328.863467 , 20360855.900303, 2.698132, -2712168.250991, -4269174.481928, 3872721.671265
17 , 17 , 19175340.071105 , -14582859.565400 , 11553449.490407 , 25385528.279801, 23.983397, -2712168.250991, -4269174.481928, 3872721.671265
17 , 19 , 13195358.875579 , -15455850.400643 , 16784754.440902 , 23343253.142029, 13.790453, -2712168.250991, -4269174.481928, 3872721.671265
17 , 25 , -15020717.704030 , -726263.231298 , 21646439.968374 , 21907854.385220, 3.597509, -2712168.250991, -4269174.481928, 3872721.671265
18 , 2 , -8219682.253454 , -19607491.865109 , 16591467.778047 , 20672680.093917, 3.597509, -2712168.250991, -4269174.481928, 3872721.671265
18 , 5 , -2632063.810784 , -25264597.633519 , -7538781.648253 , 23896306.408602, 31.778001, -2712168.250991, -4269174.481928, 3872721.671265
18 , 6 , 3531502.487669 , -15426462.928286 , 21373638.796703 , 21673650.518718, 5.096472, -2712168.250991, -4269174.481928, 3872721.671265
18 , 12 , -11612728.748282 , -11845443.479807 , 20544224.856283 , 20360637.800975, 3.897302, -2712168.250991, -4269174.481928, 3872721.671265
18 , 19 , 13197500.739761 , -15456310.971951 , 16782680.756388 , 23343790.804640, 4.796679, -2712168.250991, -4269174.481928, 3872721.671265
18 , 25 , -15020348.904145 , -729044.186524 , 21646625.956620 , 21907348.183526, 3.597509, -2712168.250991, -4269174.481928, 3872721.671265
19 , 2 , -8217943.467739 , -19606516.014576 , 16593558.690070 , 20672781.982590, 3.897302, -2712168.251051, -4269174.482023, 3872721.671119
19 , 5 , -2631660.666156 , -25265504.323483 , -7535809.883458 , 23895676.799158, 7.195019, -2712168.251051, -4269174.482023, 3872721.671119
19 , 6 , 3533662.527781 , -15424846.771014 , 21374454.509729 , 21674094.777390, 3.597509, -2712168.251051, -4269174.482023, 3872721.671119
19 , 12 , -11612100.760780 , -11848022.701672 , 20543120.404254 , 20360405.725892, 8.094396, -2712168.251051, -4269174.482023, 3872721.671119
19 , 19 , 13199642.319724 , -15456771.601351 , 16780606.706526 , 23344329.483992, 3.597509, -2712168.251051, -4269174.482023, 3872721.671119
19 , 24 , -22302527.026446 , -14767324.085777 , 661829.288483 , 22456621.850718, 20.985472, -2712168.251051, -4269174.482023, 3872721.671119
19 , 25 , -15019980.262803 , -731825.183742 , 21646811.473678 , 21906829.804353, 6.295642, -2712168.251051, -4269174.482023, 3872721.671119
20 , 2 , -8216204.416371 , -19605540.123487 , 16595649.264877 , 20672879.181480, 2.997925, -2712168.250927, -4269174.482102, 3872721.671119
20 , 5 , -2631257.611252 , -25266410.665220 , -7532837.957010 , 23895033.819234, 7.195019, -2712168.250927, -4269174.482102, 3872721.671119
20 , 6 , 3535822.747437 , -15423230.684046 , 21375269.769804 , 21674545.132140, 2.098547, -2712168.250927, -4269174.482102, 3872721.671119
20 , 12 , -11611472.959952 , -11850601.821360 , 20542015.507550 , 20360198.644091, 4.796679, -2712168.250927, -4269174.482102, 3872721.671119
20 , 17 , 19179484.161343 , -14583716.913755 , 11545170.303872 , 25386940.675705, 15.889000, -2712168.250927, -4269174.482102, 3872721.671119
20 , 19 , 13201783.615494 , -15457232.288822 , 16778532.291283 , 23344858.105918, 3.597509, -2712168.250927, -4269174.482102, 3872721.671119
20 , 24 , -22302429.636456 , -14767653.233488 , 658733.272524 , 22457104.001964, 10.492736, -2712168.250927, -4269174.482102, 3872721.671119
20 , 25 , -15019611.780072 , -734606.222334 , 21646996.519523 , 21906337.624756, 4.197094, -2712168.250927, -4269174.482102, 3872721.671119
21 , 2 , -8214465.099293 , -19604564.191956 , 16597739.502394 , 20672976.080485, 2.398340, -2712168.250927, -4269174.482102, 3872721.671119
21 , 5 , -2630854.646386 , -25267316.658464 , -7529865.869661 , 23894446.599978, 5.696057, -2712168.250927, -4269174.482102, 3872721.671119
21 , 6 , 3537983.146794 , -15421614.667354 , 21376084.576936 , 21674992.184351, 2.698132, -2712168.250927, -4269174.482102, 3872721.671119
21 , 12 , -11610845.345520 , -11853180.839331 , 20540910.166049 , 20359976.551679, 3.297717, -2712168.250927, -4269174.482102, 3872721.671119
21 , 17 , 19180864.843883 , -14584002.644717 , 11542410.092160 , 25387399.703893, 11.991698, -2712168.250927, -4269174.482102, 3872721.671119
21 , 19 , 13203924.626952 , -15457693.034257 , 16776457.510817 , 23345392.390709, 2.398340, -2712168.250927, -4269174.482102, 3872721.671119
21 , 24 , -22302331.949023 , -14767982.166457 , 655637.243340 , 22457632.897080, 9.293566, -2712168.250927, -4269174.482102, 3872721.671119
21 , 25 , -15019243.455909 , -737387.302805 , 21647181.094173 , 21905834.638359, 5.096472, -2712168.250927, -4269174.482102, 3872721.671119
22 , 2 , -8212725.516784 , -19603588.219952 , 16599829.402554 , 20673076.513136, 2.997925, -2712168.250927, -4269174.482102, 3872721.671119
22 , 5 , -2630451.771209 , -25268222.303442 , -7526893.620702 , 23893837.438886, 6.295642, -2712168.250927, -4269174.482102, 3872721.671119
22 , 6 , 3540143.725687 , -15419998.720999 , 21376898.931120 , 21675431.378478, 5.096472, -2712168.250927, -4269174.482102, 3872721.671119
22 , 12 , -11610217.917713 , -11855759.755152 , 20539804.379851 , 20359760.104865, 3.297717, -2712168.250927, -4269174.482102, 3872721.671119
22 , 17 , 19182245.185697 , -14584288.349895 , 11539649.639259 , 25387869.200033, 11.991698, -2712168.250927, -4269174.482102, 3872721.671119
22 , 19 , 13206065.353967 , -15458153.837742 , 16774382.365121 , 23345924.831158, 3.297717, -2712168.250927, -4269174.482102, 3872721.671119
22 , 24 , -22302233.964097 , -14768310.884784 , 652541.200513 , 22458161.719151, 11.991698, -2712168.250927, -4269174.482102, 3872721.671119
22 , 25 , -15018875.290342 , -740168.424859 , 21647365.197623 , 21905325.575467, 2.398340, -2712168.250927, -4269174.482102, 3872721.671119
23 , 2 , -8210985.668825 , -19602612.207512 , 16601918.965361 , 20673174.165762, 2.398340, -2712168.250803, -4269174.482181, 3872721.671119
23 , 5 , -2630048.985729 , -25269127.600112 , -7523921.210218 , 23893208.401817, 15.889000, -2712168.250803, -4269174.482181, 3872721.671119
23 , 6 , 3542304.483721 , -15418382.845228 , 21377712.832258 , 21675892.692016, 3.297717, -2712168.250803, -4269174.482181, 3872721.671119
23 , 12 , -11609590.676477 , -11858338.568896 , 20538698.148931 , 20359535.485620, 2.098547, -2712168.250803, -4269174.482181, 3872721.671119
23 , 17 , 19183625.187006 , -14584574.029144 , 11536888.944932 , 25388317.022221, 8.094396, -2712168.250803, -4269174.482181, 3872721.671119
23 , 19 , 13208205.796560 , -15458614.699235 , 16772306.854188 , 23346447.589937, 2.997925, -2712168.250803, -4269174.482181, 3872721.671119
23 , 24 , -22302135.681522 , -14768639.388721 , 649445.143716 , 22458652.717692, 8.094396, -2712168.250803, -4269174.482181, 3872721.671119
23 , 25 , -15018507.283390 , -742949.588353 , 21647548.829868 , 21904814.375154, 2.698132, -2712168.250803, -4269174.482181, 3872721.671119
24 , 2 , -8209245.555194 , -19601636.154802 , 16604008.190764 , 20673270.620650, 2.698132, -2712168.250803, -4269174.482181, 3872721.671119
24 , 5 , -2629646.289538 , -25270032.548494 , -7520948.638238 , 23892555.963031, 6.295642, -2712168.250803, -4269174.482181, 3872721.671119
24 , 6 , 3544465.421519 , -15416767.039779 , 21378526.280447 , 21676333.887603, 3.297717, -2712168.250803, -4269174.482181, 3872721.671119
24 , 12 , -11608963.621688 , -11860917.280557 , 20537591.473344 , 20359310.854653, 2.098547, -2712168.250803, -4269174.482181, 3872721.671119
24 , 17 , 19185004.847595 , -14584859.682328 , 11534128.009673 , 25388790.805514, 7.195019, -2712168.250803, -4269174.482181, 3872721.671119
24 , 19 , 13210345.954618 , -15459075.618553 , 16770230.978238 , 23346985.919972, 3.297717, -2712168.250803, -4269174.482181, 3872721.671119
24 , 24 , -22302037.101310 , -14768967.678214 , 646349.073633 , 22459165.877299, 8.094396, -2712168.250803, -4269174.482181, 3872721.671119
24 , 25 , -15018139.435067 , -745730.793328 , 21647731.990899 , 21904308.235472, 3.297717, -2712168.250803, -4269174.482181, 3872721.671119
25 , 2 , -8207505.176070 , -19600660.061840 , 16606097.078685 , 20673371.258816, 2.698132, -2712168.250803, -4269174.482181, 3872721.671119
25 , 5 , -2629243.683238 , -25270937.148296 , -7517975.905498 , 23891948.482073, 4.197094, -2712168.250803, -4269174.482181, 3872721.671119
25 , 6 , 3546626.538618 , -15415151.304917 , 21379339.275587 , 21676785.884841, 2.398340, -2712168.250803, -4269174.482181, 3872721.671119
25 , 12 , -11608336.753434 , -11863495.889944 , 20536484.353133 , 20359091.594257, 1.798755, -2712168.250803, -4269174.482181, 3872721.671119
25 , 17 , 19186384.167549 , -14585145.309414 , 11531366.833332 , 25389268.587095, 7.195019, -2712168.250803, -4269174.482181, 3872721.671119
25 , 19 , 13212485.828285 , -15459536.595678 , 16768154.737144 , 23347515.261514, 3.297717, -2712168.250803, -4269174.482181, 3872721.671119
25 , 24 , -22301938.223376 , -14769295.753404 , 643252.989977 , 22459667.313642, 7.195019, -2712168.250803, -4269174.482181, 3872721.671119
25 , 25 , -15017771.745371 , -748512.039786 , 21647914.680722 , 21903795.484504, 2.698132, -2712168.250803, -4269174.482181, 3872721.671119
25 , 29 , -25195752.207176 , 2623960.074807 , 7981827.470385 , 23872784.527995, 20.985472, -2712168.250803, -4269174.482181, 3872721.671119
26 , 2 , -8205764.531452 , -19599683.928653 , 16608185.629130 , 20673469.031743, 3.297717, -2712168.250803, -4269174.482181, 3872721.671119
26 , 5 , -2628841.166324 , -25271841.399738 , -7515003.011373 , 23891315.983868, 6.295642, -2712168.250803, -4269174.482181, 3872721.671119
26 , 6 , 3548787.835181 , -15413535.640562 , 21380151.817723 , 21677226.028712, 5.096472, -2712168.250803, -4269174.482181, 3872721.671119
26 , 12 , -11607710.071732 , -11866074.396971 , 20535376.788321 , 20358876.396182, 2.098547, -2712168.250803, -4269174.482181, 3872721.671119
26 , 17 , 19187763.146797 , -14585430.910398 , 11528605.415985 , 25389751.884410, 8.094396, -2712168.250803, -4269174.482181, 3872721.671119
26 , 19 , 13214625.417320 , -15459997.630618 , 16766078.131057 , 23348050.143301, 4.197094, -2712168.250803, -4269174.482181, 3872721.671119
26 , 24 , -22301839.047808 , -14769623.614144 , 640156.893021 , 22460177.015803, 9.293566, -2712168.250803, -4269174.482181, 3872721.671119
26 , 25 , -15017404.214346 , -751293.327365 , 21648096.899321 , 21903295.798453, 2.997925, -2712168.250803, -4269174.482181, 3872721.671119
26 , 29 , -25194843.584206 , 2623466.212032 , 7984837.365359 , 23872310.299997, 15.889000, -2712168.250803, -4269174.482181, 3872721.671119
27 , 2 , -8204023.621399 , -19598707.755324 , 16610273.842007 , 20673571.536459, 2.398340, -2712168.250803, -4269174.482181, 3872721.671119
27 , 5 , -2628438.738995 , -25272745.302649 , -7512029.956321 , 23890698.379822, 5.696057, -2712168.250803, -4269174.482181, 3872721.671119
27 , 6 , 3550949.310918 , -15411920.046918 , 21380963.906767 , 21677679.874817, 3.297717, -2712168.250803, -4269174.482181, 3872721.671119
27 , 12 , -11607083.576490 , -11868652.801742 , 20534268.778885 , 20358652.423563, 2.098547, -2712168.250803, -4269174.482181, 3872721.671119
27 , 17 , 19189141.785517 , -14585716.485107 , 11525843.757499 , 25390220.428973, 7.195019, -2712168.250803, -4269174.482181, 3872721.671119
27 , 19 , 13216764.721782 , -15460458.723285 , 16764001.159979 , 23348584.334387, 3.597509, -2712168.250803, -4269174.482181, 3872721.671119
27 , 24 , -22301739.574517 , -14769951.260568 , 637060.782757 , 22460687.839342, 7.195019, -2712168.250803, -4269174.482181, 3872721.671119
27 , 25 , -15017036.841971 , -754074.656330 , 21648278.646708 , 21902785.821070, 2.698132, -2712168.250803, -4269174.482181, 3872721.671119
27 , 29 , -25193934.631195 , 2622972.174792 , 7987847.090452 , 23871832.398462, 20.985472, -2712168.250803, -4269174.482181, 3872721.671119
28 , 2 , -8202282.445922 , -19597731.541869 , 16612361.717326 , 20673671.157465, 2.398340, -2712168.250803, -4269174.482181, 3872721.671119
28 , 5 , -2628036.401071 , -25273648.857103 , -7509056.740106 , 23890065.300459, 5.696057, -2712168.250803, -4269174.482181, 3872721.671119
28 , 6 , 3553110.965884 , -15410304.523960 , 21381775.542741 , 21678132.947035, 3.297717, -2712168.250803, -4269174.482181, 3872721.671119
28 , 12 , -11606457.267838 , -11871231.103938 , 20533160.324917 , 20358437.851964, 2.398340, -2712168.250803, -4269174.482181, 3872721.671119
28 , 17 , 19190520.083416 , -14586002.033655 , 11523081.858182 , 25390701.057519, 7.195019, -2712168.250803, -4269174.482181, 3872721.671119
28 , 19 , 13218903.741613 , -15460919.873674 , 16761923.823929 , 23349113.854626, 3.897302, -2712168.250803, -4269174.482181, 3872721.671119
28 , 24 , -22301639.803583 , -14770278.692546 , 633964.659391 , 22461213.453418, 7.195019, -2712168.250803, -4269174.482181, 3872721.671119
28 , 25 , -15016669.628275 , -756856.026419 , 21648459.922873 , 21902276.255629, 3.297717, -2712168.250803, -4269174.482181, 3872721.671119
29 , 2 , -8200541.004933 , -19596755.288385 , 16614449.255055 , 20673767.409025, 1.498962, -2712168.250803, -4269174.482181, 3872721.671119
29 , 5 , -2627634.152711 , -25274552.062922 , -7506083.363230 , 23889461.549927, 5.096472, -2712168.250803, -4269174.482181, 3872721.671119
29 , 6 , 3555272.800191 , -15408689.071678 , 21382586.725648 , 21678578.757829, 1.798755, -2712168.250803, -4269174.482181, 3872721.671119
29 , 12 , -11605831.145625 , -11873809.303744 , 20532051.426380 , 20358216.036885, 1.798755, -2712168.250803, -4269174.482181, 3872721.671119
29 , 17 , 19191898.040642 , -14586287.555847 , 11520319.717983 , 25391182.805138, 5.696057, -2712168.250803, -4269174.482181, 3872721.671119
29 , 19 , 13221042.476758 , -15461381.081682 , 16759846.123012 , 23349647.506497, 3.597509, -2712168.250803, -4269174.482181, 3872721.671119
